24329,16553
33365,17813
28325,18331
53215,32321
45445,35717
57311,39329
60689,40399
90217,49879
91307,53035
82225,55313
104647,59449
97679,64145
74981,64987
86501,75323
151259,78619
156529,78769
152641,82657
148753,86545
140641,88639
89575,89273
112603,92677
143797,92885
131941,93061
140977,94321
